LakeID,Lake_Name,Sample_Date,Info_Type,Ammonia_mg.L,Calcium_mg.L,Extracted_Chl_ug.L,Secchi_Depth_m,TN_mg.L,TDN_mg.L,pH,TP_mg.L,Conductance_umho.cm,Temperature_Water_C,True_Color_PTU
0703DER0139A,De Ruyter Reservoir,07/12/1998,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,07/14/1991,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,07/14/1996,OW,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA
0703DER0139A,De Ruyter Reservoir,07/14/1996,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,07/15/1989,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,07/15/2001,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,07/16/2000,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,07/17/1988,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,07/17/2008,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,07/19/1992,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,07/21/2013,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,07/22/1990,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,07/22/2012,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,07/23/1989,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,07/24/1988,OW,NA,NA,10.4,NA,NA,NA,8.07,NA,232,24,22
0703DER0139A,De Ruyter Reservoir,07/24/1988,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,07/25/1999,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,07/26/1998,OW,NA,NA,5.47,NA,NA,NA,8.21,NA,176,24,1
0703DER0139A,De Ruyter Reservoir,07/26/1998,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,07/28/1991,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,07/29/2001,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,07/30/1988,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,07/30/1989,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,07/30/1995,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,07/30/2000,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,07/31/1994,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,08/01/2010,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,08/02/1990,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,08/02/1992,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,08/02/1997,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,08/07/1988,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,08/07/1989,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,08/08/1999,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,08/09/1998,OW,NA,NA,4.32,NA,NA,NA,8.35,NA,173,24,1
0703DER0139A,De Ruyter Reservoir,08/09/1998,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,08/11/1991,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,08/11/1996,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,08/12/2001,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,08/13/1988,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,08/13/1989,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,08/13/2000,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,08/14/1994,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,08/15/1993,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,08/16/1992,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,08/17/1997,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,08/18/2013,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,08/19/1989,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,08/19/2012,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,08/20/1990,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,08/21/1988,OW,NA,NA,5.18,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,08/23/1998,OW,NA,NA,6.03,NA,NA,NA,8.12,NA,169,23,2
0703DER0139A,De Ruyter Reservoir,08/23/1998,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,08/24/1999,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,08/25/1991,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,08/26/2001,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,08/27/1989,OW,NA,NA,6.96,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,08/28/1988,OW,NA,NA,6.36,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,08/28/1994,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,08/28/2000,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,08/30/1992,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,08/30/2010,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,09/02/1989,OW,NA,NA,6.48,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,09/03/1990,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,09/05/1988,OW,NA,NA,6.73,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,09/05/1999,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,09/08/1996,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,09/09/2001,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,09/10/1988,OW,NA,NA,6.44,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,09/10/1995,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,09/10/2000,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,09/12/1989,OW,NA,NA,5.88,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,09/12/1993,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,09/13/1992,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,09/14/1997,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,09/15/2013,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,09/16/1990,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,09/16/2012,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,09/17/1989,OW,NA,NA,6.88,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,09/18/1988,OW,NA,NA,4.81,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,09/19/1999,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,09/22/1991,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,09/23/2001,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,09/24/1989,OW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,09/24/2010,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,09/25/1988,OW,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,09/30/1990,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,10/09/1989,OW,NA,NA,3.77,NA,NA,NA,NA,NA,NA,NA,NA
0703DER0139A,De Ruyter Reservoir,10/09/1989,BS,NA,NA,NA,NA,NA,NA,8.03,NA,176,11,5
0703DER0139A,De Ruyter Reservoir,10/13/1991,BS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
